支付宝交易记录明细查询
账号:[jxluogang@qq.com]
起始日期:[2017-01-01 00:00:00]    终止日期:[2018-01-01 00:00:00]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2017123121001004360206920091	,20171231183926ZH0552214	,2017-12-31 18:39:27 ,2017-12-31 18:39:28 ,2018-07-05 18:40:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,永辉(政和大道万达店)     ,支付宝签购单              ,17.33   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2017123121001004360206981091	,20171231183434zh1328681	,2017-12-31 18:34:35 ,2017-12-31 18:34:36 ,2018-07-05 18:35:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,永辉(政和大道万达店)     ,支付宝签购单              ,53.73   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2017123121001004360207849250	,20171231181140ZH0552207	,2017-12-31 18:11:41 ,2017-12-31 18:11:43 ,2018-07-05 18:12:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,永辉(政和大道万达店)     ,支付宝签购单              ,9.67    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20171231372619147361 	,                    	,2017-12-31 07:38:25 ,                    ,2017-12-31 07:38:25 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.12.30-收益发放 ,3.30    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2017123021001004360203571109	,150_1_10000200879B468E_5A4765CD	,2017-12-30 18:09:17 ,2017-12-30 18:09:18 ,2018-04-02 18:10:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,54.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2017123021001004360200926803	,TQP001364bfa2640edb104ef4bb908f367c850e74	,2017-12-30 16:21:47 ,2017-12-30 16:21:51 ,2017-12-30 16:22:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,汤家巷壹号鸡排         ,汤家巷壹号鸡排             ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2017123021001004360200836628	,TQP004364bc0658c943764a91b5d5ee49baf52425	,2017-12-30 12:01:25 ,2017-12-30 12:01:28 ,2017-12-30 12:02:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*洪春             ,收款                  ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2017123021001004360200294589	,W2017123000073635   	,2017-12-30 11:51:32 ,2017-12-30 11:51:33 ,2019-07-01 11:52:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路网络有限公司      ,火车票                 ,39.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2017123021001004360200359316	,mbuyer002_222397268176647526734524066589149397449	,2017-12-30 11:21:08 ,2017-12-30 11:21:12 ,2018-04-02 11:22:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,苗家寨(惠山万达店)      ,苗家寨(惠山万达店)          ,39.64   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20171230368112892361 	,                    	,2017-12-30 05:50:45 ,                    ,2017-12-30 05:50:45 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.12.29-收益发放 ,3.30    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
